"OP","OP_DESC","OP_C"
18.01,"PIERCING OF EAR LOBE                          ",18.01
18.02,"EXT AUDITORY CANAL INCIS                      ",18.02
18.09,"EXTERNAL EAR INCIS NEC                        ",18.09
18.11,"OTOSCOPY                                      ",18.11
18.12,"EXTERNAL EAR BIOPSY                           ",18.12
18.19,"EXT EAR DIAGNOS PROC NEC                      ",18.19
18.21,"PREAURICULAR SINUS EXCIS                      ",18.21
18.29,"DESTRUCT EXT EAR LES NEC                      ",18.29
18.31,"RAD EXCIS EXT EAR LES                         ",18.31
18.39,"EXCIS EXTERNAL EAR NEC                        ",18.39
18.4,"SUTURE EXT EAR LAC                            ",18.4
18.5,"CORRECTION PROMINENT EAR                      ",18.5
18.6,"EXT AUDIT CANAL RECONSTR                      ",18.6
18.71,"CONSTRUCTION EAR AURICLE                      ",18.71
18.72,"REATTACH AMPUTATED EAR                        ",18.72
18.79,"PLASTIC REP EXT EAR NEC                       ",18.79
18.9,"OTHER EXT EAR OPERATIONS                      ",18.9
19,"STAPES MOBILIZATION                           ",19
19.11,"STAPEDECT W REPLAC INCUS                      ",19.11
19.19,"STAPEDECTOMY NEC                              ",19.19
19.21,"REV STAPDEC W INCUS REPL                      ",19.21
19.29,"STAPEDECTOMY REVIS NEC                        ",19.29
19.3,"OSSICULAR CHAIN OP NEC                        ",19.3
19.4,"MYRINGOPLASTY                                 ",19.4
19.52,"TYPE 2 TYMPANOPLASTY                          ",19.52
19.53,"TYPE 3 TYMPANOPLASTY                          ",19.53
19.54,"TYPE 4 TYMPANOPLASTY                          ",19.54
19.55,"TYPE 5 TYMPANOPLASTY                          ",19.55
19.6,"TYMPANOPLASTY REVISION                        ",19.6
19.9,"MIDDLE EAR REPAIR NEC                         ",19.9
20.01,"MYRINGOTOMY W INTUBATION                      ",20.01
20.09,"MYRINGOTOMY NEC                               ",20.09
20.1,"TYMPANOSTOMY TUBE REMOVE                      ",20.1
20.21,"MASTOID INCISION                              ",20.21
20.22,"PETRUS PYRAM AIR CEL INC                      ",20.22
20.23,"MIDDLE EAR INCISION                           ",20.23
20.31,"ELECTROCOCHLEOGRAPHY                          ",20.31
20.32,"MID & INNER EAR BIOPSY                        ",20.32
20.39,"MID/IN EAR DX PROC NEC                        ",20.39
20.41,"SIMPLE MASTOIDECTOMY                          ",20.41
20.42,"RADICAL MASTOIDECTOMY                         ",20.42
20.49,"MASTOIDECTOMY NEC                             ",20.49
20.51,"EXCISE MIDDLE EAR LESION                      ",20.51
20.59,"MIDDLE EAR EXCISION NEC                       ",20.59
20.61,"INNER EAR FENESTRATION                        ",20.61
20.62,"REVIS INNER EAR FENESTRA                      ",20.62
20.71,"ENDOLYMPHATIC SHUNT                           ",20.71
20.72,"INNER EAR INJECTION                           ",20.72
20.79,"INC/EXC/DESTR IN EAR NEC                      ",20.79
20.8,"EUSTACHIAN TUBE OPS                           ",20.8
20.91,"TYMPANOSYMPATHECTOMY                          ",20.91
20.92,"MASTOIDECTOMY REVISION                        ",20.92
20.93,"REPAIR OVAL/ROUND WINDOW                      ",20.93
20.94,"TYMPANIC INJECTION                            ",20.94
20.95,"ELECMAG HEAR DEV IMPLANT                      ",20.95
20.96,"COCHLEAR PROSTHESIS NOS                       ",20.96
20.97,"COCHL PRSTHESIS SGL CHAN                      ",20.97
20.98,"COCHL PRSTHESIS MLT CHAN                      ",20.98
20.99,"MID-INNER EAR OPS NEC                         ",20.99
21,"CONTROL OF EPISTAXIS NOS                      ",21
21.01,"ANT NASAL PACK FOR EPIST                      ",21.01
21.02,"POST NASAL PAC FOR EPIST                      ",21.02
21.03,"CAUTERY TO STOP EPISTAX                       ",21.03
21.04,"ETHMOID ART LIGAT-EPIST                       ",21.04
21.05,"MAX ART LIG FOR EPISTAX                       ",21.05
21.06,"EXT CAROT ART LIG-EPIST                       ",21.06
21.07,"NASAL SEPT GRFT-EPISTAX                       ",21.07
21.09,"EPISTAXIS CONTROL NEC                         ",21.09
21.1,"INCISION OF NOSE                              ",21.1
21.21,"RHINOSCOPY                                    ",21.21
21.22,"NASAL BIOPSY                                  ",21.22
21.29,"NASAL DX PROC NEC                             ",21.29
21.3,"NASAL LESION EXCIS NOS                        ",21.3
21.31,"INTRANAS LES DESTRUCTION                      ",21.31
21.32,"NASAL LES DESTRUCT NEC                        ",21.32
21.4,"RESECTION OF NOSE                             ",21.4
21.5,"SUBMUC NASAL SEPT RESECT                      ",21.5
21.61,"DIATHER/CRYO TURBINECTOM                      ",21.61
21.62,"TURBINATE FRACTURE                            ",21.62
21.69,"TURBINECTOMY NEC                              ",21.69
21.71,"CLOS REDUCTION NASAL FX                       ",21.71
21.72,"OPEN REDUCTION NASAL FX                       ",21.72
21.81,"NASAL LACERATION SUTURE                       ",21.81
21.82,"NASAL FISTULA CLOSURE                         ",21.82
21.83,"TOT NASAL RECONSTRUCTION                      ",21.83
21.84,"REVISION RHINOPLASTY                          ",21.84
21.85,"AUGMENTATION RHINOPLASTY                      ",21.85
21.86,"LIMITED RHINOPLASTY                           ",21.86
21.87,"RHINOPLASTY NEC                               ",21.87
21.88,"SEPTOPLASTY NEC                               ",21.88
21.89,"NASAL REPAIR NEC                              ",21.89
21.91,"LYSIS OF NASAL ADHESIONS                      ",21.91
21.99,"NASAL OPERATION NEC                           ",21.99
22,"SINUS ASPIRAT/LAVAGE NOS                      ",22
22.01,"SINUS PUNCT FOR LAVAGE                        ",22.01
22.02,"SINUS LAVAGE THRU OSTIUM                      ",22.02
22.11,"CLOSED NASAL SINUS BIOPS                      ",22.11
22.12,"OPEN NASAL SINUS BIOPSY                       ",22.12
22.19,"NASAL SINUS DX PROC NEC                       ",22.19
22.2,"INTRANASAL ANTROTOMY                          ",22.2
22.31,"RADICAL MAXILLARY ANTROT                      ",22.31
22.39,"EXT MAXILLARY ANTROT NEC                      ",22.39
22.41,"FRONTAL SINUSOTOMY                            ",22.41
22.42,"FRONTAL SINUSECTOMY                           ",22.42
22.5,"SINUSOTOMY NOS                                ",22.5
22.51,"ETHMOIDOTOMY                                  ",22.51
22.52,"SPHENOIDOTOMY                                 ",22.52
22.53,"MULTIPLE SINUS INCISION                       ",22.53
22.6,"SINUSECTOMY NOS                               ",22.6
22.61,"C-LUC EXC MAX SINUS LES                       ",22.61
22.62,"EXC MAX SINUS LESION NEC                      ",22.62
22.63,"ETHMOIDECTOMY                                 ",22.63
22.64,"SPHENOIDECTOMY                                ",22.64
22.71,"NASAL SINUS FISTULA CLOS                      ",22.71
22.79,"NASAL SINUS REPAIR NEC                        ",22.79
22.9,"OTHER NASAL SINUS OPS                         ",22.9
23.01,"DECIDUOUS TOOTH EXTRACT                       ",23.01
23.09,"TOOTH EXTRACTION NEC                          ",23.09
23.11,"RESIDUAL ROOT REMOVAL                         ",23.11
23.19,"SURG TOOTH EXTRACT NEC                        ",23.19
23.2,"TOOTH RESTOR BY FILLING                       ",23.2
23.3,"TOOTH RESTORAT BY INLAY                       ",23.3
23.41,"CROWN APPLICATION                             ",23.41
23.42,"FIXED BRIDGE INSERTION                        ",23.42
23.43,"INSERT REMOVABLE BRIDGE                       ",23.43
23.49,"DENTAL RESTORATION NEC                        ",23.49
23.5,"TOOTH IMPLANTATION                            ",23.5
23.6,"PROSTHET DENTAL IMPLANT                       ",23.6
23.7,"ROOT CANAL NOS                                ",23.7
23.71,"ROOT CANAL W IRRIGATION                       ",23.71
23.72,"ROOT CANAL W APICOECTOMY                      ",23.72
23.73,"APICOECTOMY                                   ",23.73
24,"GUM OR ALVEOLAR INCISION                      ",24
24.11,"GUM BIOPSY                                    ",24.11
24.12,"ALVEOLUS BIOPSY                               ",24.12
24.19,"TOOTH & GUM DX PROC NEC                       ",24.19
24.2,"GINGIVOPLASTY                                 ",24.2
24.31,"GUM LESION EXCISION                           ",24.31
24.32,"SUTURE OF GUM LACERATION                      ",24.32
24.39,"GUM OPERATION NEC                             ",24.39
24.4,"EXC OF DENTAL LES OF JAW                      ",24.4
24.5,"ALVEOLOPLASTY                                 ",24.5
24.6,"EXPOSURE OF TOOTH                             ",24.6
24.7,"ORTHODON APPLIANC APPLIC                      ",24.7
24.8,"OTHER ORTHODONTIC OPERAT                      ",24.8
24.91,"EXTEN BUCCOLABIAL/SULCUS                      ",24.91
24.99,"DENTAL OPERATION NEC                          ",24.99
25.01,"NEEDLE BIOPSY OF TONGUE                       ",25.01
25.02,"OPEN BIOPSY OF TONGUE                         ",25.02
25.09,"TONGUE DX PROCEDURE NEC                       ",25.09
25.1,"DESTRUCTION TONGUE LES                        ",25.1
25.2,"PARTIAL GLOSSECTOMY                           ",25.2
25.3,"COMPLETE GLOSSECTOMY                          ",25.3
25.4,"RADICAL GLOSSECTOMY                           ",25.4
25.51,"SUTURE OF TONGUE LACERAT                      ",25.51
25.59,"REPAIR OF TONGUE NEC                          ",25.59
25.91,"LINGUAL FRENOTOMY                             ",25.91
25.92,"LINGUAL FRENECTOMY                            ",25.92
25.93,"LYSIS OF TONGUE ADHESION                      ",25.93
25.94,"OTHER GLOSSOTOMY                              ",25.94
25.99,"TONGUE OPERATION NEC                          ",25.99
26,"INCIS SALIVARY GLND/DUCT                      ",26
26.11,"CLOSED SALIVARY BIOPSY                        ",26.11
26.12,"OPEN SALIVARY BIOPSY                          ",26.12
26.19,"SALIV GLND DX PROC NEC                        ",26.19
26.21,"SALIVARY CYST MARSUPIAL                       ",26.21
26.29,"SALIV LESION EXCIS NEC                        ",26.29
26.3,"SIALOADENECTOMY NOS                           ",26.3
26.31,"PARTIAL SIALOADENECTOMY                       ",26.31
26.32,"COMPLETE SIALOADENECTOMY                      ",26.32
26.41,"SUTURE OF SALIV GLND LAC                      ",26.41
26.42,"SALIVARY FISTULA CLOSURE                      ",26.42
26.49,"SALIVARY REPAIR NEC                           ",26.49
26.91,"SALIVARY DUCT PROBING                         ",26.91
26.99,"SALIVARY OPERATION NEC                        ",26.99
27,"DRAIN FACE & MOUTH FLOOR                      ",27
27.1,"INCISION OF PALATE                            ",27.1
27.21,"BONY PALATE BIOPSY                            ",27.21
27.22,"BX UVULA AND SOFT PALATE                      ",27.22
27.23,"LIP BIOPSY                                    ",27.23
27.24,"MOUTH BIOPSY NOS                              ",27.24
27.29,"ORAL CAVITY DX PROC NEC                       ",27.29
27.31,"LOC EXC BONY PALATE LES                       ",27.31
27.32,"WIDE EXC BONY PALATE LES                      ",27.32
27.41,"LABIAL FRENUMECTOMY                           ",27.41
27.42,"WIDE EXCISION OF LIP LES                      ",27.42
27.43,"EXCISION OF LIP LES NEC                       ",27.43
27.49,"EXCISION OF MOUTH NEC                         ",27.49
27.51,"SUTURE OF LIP LACERATION                      ",27.51
27.52,"SUTURE OF MOUTH LAC NEC                       ",27.52
27.53,"CLOSURE OF MOUTH FISTULA                      ",27.53
27.54,"REPAIR OF CLEFT LIP                           ",27.54
27.55,"FULL-THICK GRFT TO MOUTH                      ",27.55
27.56,"SKIN GRAFT TO MOUTH NEC                       ",27.56
27.57,"PEDICLE ATTACH TO MOUTH                       ",27.57
27.59,"MOUTH REPAIR NEC                              ",27.59
27.61,"SUTURE OF PALATE LACERAT                      ",27.61
27.62,"CLEFT PALATE CORRECTION                       ",27.62
27.63,"REVIS CLEFT PALAT REPAIR                      ",27.63
27.69,"OTH PLASTIC REPAIR PALAT                      ",27.69
27.71,"INCISION OF UVULA                             ",27.71
27.72,"EXCISION OF UVULA                             ",27.72
27.73,"REPAIR OF UVULA                               ",27.73
27.79,"OTHER UVULA OPERATIONS                        ",27.79
27.91,"LABIAL FRENOTOMY                              ",27.91
27.92,"MOUTH INCISION NOS                            ",27.92
27.99,"ORAL CAVITY OPS NEC                           ",27.99
28,"PERITONSILLAR I & D                           ",28
28.11,"TONSIL ADENOID BIOPSY                         ",28.11
28.19,"TONSIL ADENOID DX OP NEC                      ",28.19
28.2,"TONSILLECTOMY                                 ",28.2
28.3,"TONSILLECTOMY/ADENOIDEC                       ",28.3
28.4,"EXCISION OF TONSIL TAG                        ",28.4
28.5,"EXCISION LINGUAL TONSIL                       ",28.5
28.6,"ADENOIDECTOMY                                 ",28.6
28.7,"HEMORR CONTRL POST T & A                      ",28.7
28.91,"INCIS TO REMOV TONSIL FB                      ",28.91
28.92,"EXCIS TONSIL/ADENOID LES                      ",28.92
28.99,"TONSIL/ADENOID OPS NEC                        ",28.99
29,"PHARYNGOTOMY                                  ",29
29.11,"PHARYNGOSCOPY                                 ",29.11
29.12,"PHARYNGEAL BIOPSY                             ",29.12
29.19,"PHARYNGEAL DX PROC NEC                        ",29.19
29.2,"EXC BRANCHIAL CLEFT CYST                      ",29.2
29.31,"CRICOPHARYNGEAL MYOTOMY                       ",29.31
29.32,"PHARYNGEAL DIVERTICULECT                      ",29.32
29.33,"PHARYNGECTOMY (PARTIAL)                       ",29.33
29.39,"DESTRUCT NEC PHARYNX LES                      ",29.39
29.4,"PLASTIC OP ON PHARYNX                         ",29.4
29.51,"SUTURE OF PHARYNGEAL LAC                      ",29.51
29.52,"CLOS BRANCH CLEFT FISTUL                      ",29.52
29.53,"CLOS PHARYNX FISTULA NEC                      ",29.53
29.54,"LYSIS PHARYNGEAL ADHES                        ",29.54
29.59,"PHARYNGEAL REPAIR NEC                         ",29.59
29.91,"PHARYNGEAL DILATION                           ",29.91
29.92,"DIVIS GLOSSOPHARYNG NERV                      ",29.92
29.99,"PHARYNGEAL OPERATION NEC                      ",29.99
30.01,"LARYNX CYST MARSUPIALIZ                       ",30.01
30.09,"DESTRUCT LARYNX LES NEC                       ",30.09
30.1,"HEMILARYNGECTOMY                              ",30.1
30.21,"EPIGLOTTIDECTOMY                              ",30.21
30.22,"VOCAL CORDECTOMY                              ",30.22
30.29,"OTHER PART LARYNGECTOMY                       ",30.29
30.3,"COMPLETE LARYNGECTOMY                         ",30.3
30.4,"RADICAL LARYNGECTOMY                          ",30.4
31,"INJECTION OF LARYNX                           ",31
31.1,"TEMPORARY TRACHEOSTOMY                        ",31.1
31.21,"MEDIASTINAL TRACHEOSTOMY                      ",31.21
31.29,"OTHER PERM TRACHEOSTOMY                       ",31.29
31.3,"INCIS LARYNX TRACHEA NEC                      ",31.3
31.41,"TRACHEOSCOPY THRU STOMA                       ",31.41
31.42,"LARYNGOSCOPY/TRACHEOSCOP                      ",31.42
31.43,"CLOSED LARYNGEAL BIOPSY                       ",31.43
31.44,"CLOSED TRACHEAL BIOPSY                        ",31.44
31.45,"OPEN LARYNX OR TRACH BX                       ",31.45
31.48,"OTH LARYNX DX PROCEDURE                       ",31.48
31.49,"OTH TRACHEA DX PROCEDURE                      ",31.49
31.5,"LOCAL DESTRUC LARYNX LES                      ",31.5
31.61,"SUTURE OF LARYNGEAL LAC                       ",31.61
31.62,"LARYNGEAL FISTULA CLOS                        ",31.62
31.63,"LARYNGOSTOMY REVISION                         ",31.63
31.64,"LARYNGEAL FX REPAIR                           ",31.64
31.69,"OTHER LARYNGEAL REPAIR                        ",31.69
31.71,"SUTURE OF TRACHEAL LACER                      ",31.71
31.72,"CLOSURE OF TRACHEOSTOMY                       ",31.72
31.73,"TRACHEA FISTULA CLOS NEC                      ",31.73
31.74,"REVISION OF TRACHEOSTOMY                      ",31.74
31.75,"TRACHEAL RECONSTRUCTION                       ",31.75
31.79,"OTHER TRACHEAL REPAIR                         ",31.79
31.91,"LARYNGEAL NERV DIVISION                       ",31.91
31.92,"LYSIS TRACH/MARYNX ADHES                      ",31.92
31.93,"REPLACE TRAC/LARYN STENT                      ",31.93
