"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
17,"TB OF ADRENAL-MICRO DX                     ",17.63,1763
17,"TB OF ADRENAL-CULT DX                      ",17.64,1764
17,"TB OF ADRENAL-HISTO DX                     ",17.65,1765
17,"TB OF ADRENAL-OTH TEST                     ",17.66,1766
17,"TB OF SPLEEN-UNSPEC                        ",17.7,1770
17,"TB OF SPLEEN-NO EXAM                       ",17.71,1771
17,"TB OF SPLEEN-EXAM UNKN                     ",17.72,1772
17,"TB OF SPLEEN-MICRO DX                      ",17.73,1773
17,"TB OF SPLEEN-CULT DX                       ",17.74,1774
17,"TB OF SPLEEN-HISTO DX                      ",17.75,1775
17,"TB OF SPLEEN-OTH TEST                      ",17.76,1776
17,"TB ESOPHAGUS-UNSPEC                        ",17.8,1780
17,"TB ESOPHAGUS-NO EXAM                       ",17.81,1781
17,"TB ESOPHAGUS-EXAM UNKN                     ",17.82,1782
17,"TB ESOPHAGUS-MICRO DX                      ",17.83,1783
17,"TB ESOPHAGUS-CULT DX                       ",17.84,1784
17,"TB ESOPHAGUS-HISTO DX                      ",17.85,1785
17,"TB ESOPHAGUS-OTH TEST                      ",17.86,1786
17,"TB OF ORGAN NEC-UNSPEC                     ",17.9,1790
17,"TB OF ORGAN NEC-NO EXAM                    ",17.91,1791
17,"TB ORGAN NEC-EXAM UNKN                     ",17.92,1792
17,"TB OF ORGAN NEC-MICRO DX                   ",17.93,1793
17,"TB OF ORGAN NEC-CULT DX                    ",17.94,1794
17,"TB OF ORGAN NEC-HISTO DX                   ",17.95,1795
17,"TB OF ORGAN NEC-OTH TEST                   ",17.96,1796
18,"ACUTE MILIARY TB-UNSPEC                    ",18,1800
18,"ACUTE MILIARY TB-NO EXAM                   ",18.01,1801
18,"AC MILIARY TB-EXAM UNKN                    ",18.02,1802
18,"AC MILIARY TB-MICRO DX                     ",18.03,1803
18,"ACUTE MILIARY TB-CULT DX                   ",18.04,1804
18,"AC MILIARY TB-HISTO DX                     ",18.05,1805
18,"AC MILIARY TB-OTH TEST                     ",18.06,1806
18,"MILIARY TB NEC-UNSPEC                      ",18.8,1880
18,"MILIARY TB NEC-NO EXAM                     ",18.81,1881
18,"MILIARY TB NEC-EXAM UNKN                   ",18.82,1882
18,"MILIARY TB NEC-MICRO DX                    ",18.83,1883
18,"MILIARY TB NEC-CULT DX                     ",18.84,1884
18,"MILIARY TB NEC-HISTO DX                    ",18.85,1885
18,"MILIARY TB NEC-OTH TEST                    ",18.86,1886
18,"MILIARY TB NOS-UNSPEC                      ",18.9,1890
18,"MILIARY TB NOS-NO EXAM                     ",18.91,1891
18,"MILIARY TB NOS-EXAM UNKN                   ",18.92,1892
18,"MILIARY TB NOS-MICRO DX                    ",18.93,1893
18,"MILIARY TB NOS-CULT DX                     ",18.94,1894
18,"MILIARY TB NOS-HISTO DX                    ",18.95,1895
18,"MILIARY TB NOS-OTH TEST                    ",18.96,1896
20,"BUBONIC PLAGUE                             ",20,200
20,"CELLULOCUTANEOUS PLAGUE                    ",20.1,201
20,"SEPTICEMIC PLAGUE                          ",20.2,202
20,"PRIMARY PNEUMONIC PLAGUE                   ",20.3,203
20,"SECONDARY PNEUMON PLAGUE                   ",20.4,204
20,"PNEUMONIC PLAGUE NOS                       ",20.5,205
20,"OTHER TYPES OF PLAGUE                      ",20.8,208
20,"PLAGUE NOS                                 ",20.9,209
21,"ULCEROGLANDUL TULAREMIA                    ",21,210
21,"ENTERIC TULAREMIA                          ",21.1,211
21,"PULMONARY TULAREMIA                        ",21.2,212
21,"OCULOGLANDULAR TULAREMIA                   ",21.3,213
21,"TULAREMIA NEC                              ",21.8,218
21,"TULAREMIA NOS                              ",21.9,219
22,"CUTANEOUS ANTHRAX                          ",22,220
22,"PULMONARY ANTHRAX                          ",22.1,221
22,"GASTROINTESTINAL ANTHRAX                   ",22.2,222
22,"ANTHRAX SEPTICEMIA                         ",22.3,223
22,"OTHER ANTHRAX MANIFEST                     ",22.8,228
22,"ANTHRAX NOS                                ",22.9,229
23,"BRUCELLA MELITENSIS                        ",23,230
23,"BRUCELLA ABORTUS                           ",23.1,231
23,"BRUCELLA SUIS                              ",23.2,232
23,"BRUCELLA CANIS                             ",23.3,233
23,"BRUCELLOSIS NEC                            ",23.8,238
23,"BRUCELLOSIS NOS                            ",23.9,239
24,"GLANDERS                                   ",24,24
25,"MELIOIDOSIS                                ",25,25
26,"SPIRILLARY FEVER                           ",26,260
26,"STREPTOBACILLARY FEVER                     ",26.1,261
26,"RAT-BITE FEVER NOS                         ",26.9,269
27,"LISTERIOSIS                                ",27,270
27,"ERYSIPELOTHRIX INFECTION                   ",27.1,271
27,"PASTEURELLOSIS                             ",27.2,272
27,"ZOONOTIC BACT DIS NEC                      ",27.8,278
27,"ZOONOTIC BACT DIS NOS                      ",27.9,279
30,"LEPROMATOUS LEPROSY                        ",30,300
30,"TUBERCULOID LEPROSY                        ",30.1,301
30,"INDETERMINATE LEPROSY                      ",30.2,302
30,"BORDERLINE LEPROSY                         ",30.3,303
30,"LEPROSY NEC                                ",30.8,308
30,"LEPROSY NOS                                ",30.9,309
31,"PULMONARY MYCOBACTERIA                     ",31,310
31,"CUTANEOUS MYCOBACTERIA                     ",31.1,311
31,"MYCOBACTERIAL DIS NEC                      ",31.8,318
31,"MYCOBACTERIAL DIS NOS                      ",31.9,319
32,"FAUCIAL DIPHTHERIA                         ",32,320
32,"NASOPHARYNX DIPHTHERIA                     ",32.1,321
32,"ANT NASAL DIPHTHERIA                       ",32.2,322
32,"LARYNGEAL DIPHTHERIA                       ",32.3,323
32,"CONJUNCTIVAL DIPHTHERIA                    ",32.81,3281
32,"DIPHTHERITIC MYOCARDITIS                   ",32.82,3282
32,"DIPHTHERITIC PERITONITIS                   ",32.83,3283
32,"DIPHTHERITIC CYSTITIS                      ",32.84,3284
32,"CUTANEOUS DIPHTHERIA                       ",32.85,3285
32,"DIPHTHERIA NEC                             ",32.89,3289
32,"DIPHTHERIA NOS                             ",32.9,329
33,"BORDETELLA PERTUSSIS                       ",33,330
33,"BORDETELLA PARAPERTUSSIS                   ",33.1,331
33,"WHOOPING COUGH NEC                         ",33.8,338
33,"WHOOPING COUGH NOS                         ",33.9,339
34,"STREP SORE THROAT                          ",34,340
34,"SCARLET FEVER                              ",34.1,341
35,"ERYSIPELAS                                 ",35,35
36,"MENINGOCOCCAL MENINGITIS                   ",36,360
36,"MENINGOCOCC ENCEPHALITIS                   ",36.1,361
36,"MENINGOCOCCEMIA                            ",36.2,362
36,"MENINGOCOCC ADRENAL SYND                   ",36.3,363
36,"MENINGOCOCC CARDITIS NOS                   ",36.4,3640
36,"MENINGOCOCC PERICARDITIS                   ",36.41,3641
36,"MENINGOCOCC ENDOCARDITIS                   ",36.42,3642
36,"MENINGOCOCC MYOCARDITIS                    ",36.43,3643
36,"MENINGOCOCC OPTIC NEURIT                   ",36.81,3681
36,"MENINGOCOCC ARTHROPATHY                    ",36.82,3682
36,"MENINGOCOCCAL INFECT NEC                   ",36.89,3689
36,"MENINGOCOCCAL INFECT NOS                   ",36.9,369
37,"TETANUS                                    ",37,37
38,"STREPTOCOCCAL SEPTICEMIA                   ",38,380
38,"STAPHYLOCOCC SEPTICEMIA                    ",38.1,381
38,"PNEUMOCOCCAL SEPTICEMIA                    ",38.2,382
38,"ANAEROBIC SEPTICEMIA                       ",38.3,383
38,"GRAM-NEG SEPTICEMIA NOS                    ",38.4,3840
38,"H. INFLUENAE SEPTICEMIA                    ",38.41,3841
38,"E COLI SEPTICEMIA                          ",38.42,3842
38,"PSEUDOMONAS SEPTICEMIA                     ",38.43,3843
38,"SERRATIA SEPTICEMIA                        ",38.44,3844
38,"GRAM-NEG SEPTICEMIA NEC                    ",38.49,3849
38,"SEPTICEMIA NEC                             ",38.8,388
38,"SEPTICEMIA NOS                             ",38.9,389
39,"CUTANEOUS ACTINOMYCOSIS                    ",39,390
39,"PULMONARY ACTINOMYCOSIS                    ",39.1,391
39,"ABDOMINAL ACTINOMYCOSIS                    ",39.2,392
39,"CERVICOFAC ACTINOMYCOSIS                   ",39.3,393
39,"MADURA FOOT                                ",39.4,394
39,"ACTINOMYCOSIS NEC                          ",39.8,398
39,"ACTINOMYCOSIS NOS                          ",39.9,399
40,"GAS GANGRENE                               ",40,400
40,"RHINOSCLEROMA                              ",40.1,401
40,"WHIPPLE'S DISEASE                          ",40.2,402
40,"NECROBACILLOSIS                            ",40.3,403
40,"TROPICAL PYOMYOSITIS                       ",40.81,4081
40,"BACTERIAL DISEASES NEC                     ",40.89,4089
41,"INFECT'N-STREPTOCOC NOS                    ",41,4100
41,"INFECT'N-STREPTCOC GRP A                   ",41.01,4101
41,"INFECT'N-STREPTCOC GRP B                   ",41.02,4102
41,"INFECT'N-STREPTCOC GRP C                   ",41.03,4103
41,"INFECT'N-STREPTCOC GRP D                   ",41.04,4104
41,"INFECT'N-STREPTCOC GRP G                   ",41.05,4105
41,"INFECT'N-STREPTCOC NEC                     ",41.09,4109
41,"INFECTION-STAPHYLOC NOS                    ",41.1,4110
41,"INFECTION-STAPH AUREUS                     ",41.11,4111
41,"INFECTION-STAPHYLOC NEC                    ",41.19,4119
41,"PNEUMOCOCCUS INFECT NOS                    ",41.2,412
41,"KLEBSIELLA INFECT NOS                      ",41.3,413
41,"E. COLI INFECT NOS                         ",41.4,414
41,"H. INFLUENZAE INFECT NOS                   ",41.5,415
41,"PROTEUS INFECTION NOS                      ",41.6,416
41,"PSEUDOMONAS INFECT NOS                     ",41.7,417
41,"MYCOPLASMA INFECTION                       ",41.81,4181
41,"B. FRAGILIS INFECTION                      ",41.82,4182
41,"C. PERFRINGENS INFECT'N                    ",41.83,4183
41,"INFECTION-ANAEROBE NEC                     ",41.84,4184
41,"INFECTION-GRAM NEG NEC                     ",41.85,4185
41,"INFECTION-BACTERIA NEC                     ",41.89,4189
41,"BACTERIAL INFECTION NOS                    ",41.9,419
42,"HIV & SPECIFIC INFECTION                   ",42,420
42,"HIV CAUSING OTHER INFECT                   ",42.1,421
42,"HIV WITH MALIGN NEOPLASM                   ",42.2,422
42,"UNSPECIFIED AIDS                           ",42.9,429
43,"HIV LYMPHADENOPATHY                        ",43,430
43,"HIV CAUSING CNS DISEASE                    ",43.1,431
43,"HIV-CAUSED IMMUN DISEASE                   ",43.2,432
43,"HIV CAUSING DISEASE NEC                    ",43.3,433
43,"AIDS RELATED COMPLEX NOS                   ",43.9,439
44,"HIV WITH ACUTE INFECTION                   ",44,440
44,"HIV INFECTION NOS                          ",44.9,449
45,"AC BULBAR POLIO-TYPE NOS                   ",45,4500
45,"AC BULBAR POLIO-TYPE 1                     ",45.01,4501
45,"AC BULBAR POLIO-TYPE 2                     ",45.02,4502
45,"AC BULBAR POLIO-TYPE 3                     ",45.03,4503
45,"PARAL POLIO NEC-TYPE NOS                   ",45.1,4510
45,"PARAL POLIO NEC-TYPE 1                     ",45.11,4511
45,"PARAL POLIO NEC-TYPE 2                     ",45.12,4512
45,"PARAL POLIO NEC-TYPE 3                     ",45.13,4513
45,"NONPARALY POLIO-TYPE NOS                   ",45.2,4520
45,"NONPARALYT POLIO-TYPE 1                    ",45.21,4521
45,"NONPARALYT POLIO-TYPE 2                    ",45.22,4522
45,"NONPARALYT POLIO-TYPE 3                    ",45.23,4523
45,"AC POLIO NOS-TYPE NOS                      ",45.9,4590
45,"AC POLIO NOS-TYPE 1                        ",45.91,4591
45,"AC POLIO NOS-TYPE 2                        ",45.92,4592
45,"AC POLIO NOS-TYPE 3                        ",45.93,4593
46,"KURU                                       ",46,460
46,"JAKOB-CREUTZFELDT DIS                      ",46.1,461
46,"SUBAC SCLEROS PANENCEPH                    ",46.2,462
46,"PROG MULTIFOC LEUKOENCEP                   ",46.3,463
46,"CNS SLOW VIRUS INFEC NEC                   ",46.8,468
46,"CNS SLOW VIRUS INFEC NOS                   ",46.9,469
47,"COXSACKIE VIRUS MENING                     ",47,470
47,"ECHO VIRUS MENINGITIS                      ",47.1,471
47,"VIRAL MENINGITIS NEC                       ",47.8,478
47,"VIRAL MENINGITIS NOS                       ",47.9,479
48,"OTH ENTEROVIRAL CNS DIS                    ",48,48
49,"LYMPHOCYTIC CHORIOMENING                   ",49,490
49,"ADENOVIRAL MENINGITIS                      ",49.1,491
49,"VIRAL ENCEPHALITIS NEC                     ",49.8,498
49,"VIRAL ENCEPHALITIS NOS                     ",49.9,499
50,"VARIOLA MAJOR                              ",50,500
50,"ALASTRIM                                   ",50.1,501
50,"MODIFIED SMALLPOX                          ",50.2,502
50,"SMALLPOX NOS                               ",50.9,509
51,"COWPOX                                     ",51,510
51,"PSEUDOCOWPOX                               ",51.1,511
51,"CONTAGIOUS PUSTULAR DERM                   ",51.2,512
51,"PARAVACCINIA NOS                           ",51.9,519
52,"POSTVARICELLA ENCEPHALIT                   ",52,520
52,"VARICELLA PNEUMONITIS                      ",52.1,521
52,"VARICELLA COMPLICAT NEC                    ",52.7,527
52,"VARICELLA COMPLICAT NOS                    ",52.8,528
52,"VARICELLA UNCOMPLICATED                    ",52.9,529
53,"HERPES ZOSTER MENINGITIS                   ",53,530
53,"H ZOSTER NERV SYST NOS                     ",53.1,5310
53,"GENICULATE HERPES ZOSTER                   ",53.11,5311
53,"POSTHERPES TRIGEM NEURAL                   ",53.12,5312
53,"POSTHERPES POLYNEUROPATH                   ",53.13,5313
53,"H ZOSTER NERV SYST NEC                     ",53.19,5319
53,"HERPES ZOSTER OF EYELID                    ",53.2,5320
53,"H ZOSTER KERATOCONJUNCT                    ",53.21,5321
53,"H ZOSTER IRIDOCYCLITIS                     ",53.22,5322
53,"HERPES ZOSTER OF EYE NEC                   ",53.29,5329
53,"H ZOSTER OTITIS EXTERNA                    ",53.71,5371
53,"H ZOSTER COMPLICATED NEC                   ",53.79,5379
53,"H ZOSTER COMPLICATED NOS                   ",53.8,538
53,"HERPES ZOSTER NOS                          ",53.9,539
54,"ECZEMA HERPETICUM                          ",54,540
54,"GENITAL HERPES NOS                         ",54.1,5410
54,"HERPETIC VULVOVAGINITIS                    ",54.11,5411
54,"HERPETIC ULCER OF VULVA                    ",54.12,5412
54,"HERPETIC INFECT OF PENIS                   ",54.13,5413
54,"GENITAL HERPES NEC                         ",54.19,5419
54,"HERPETIC GINGIVOSTOMAT                     ",54.2,542
54,"HERPETIC ENCEPHALITIS                      ",54.3,543
54,"HERPES SIMPLEX EYE NOS                     ",54.4,5440
54,"HERPES SIMPLEX OF EYELID                   ",54.41,5441
54,"DENDRITIC KERATITIS                        ",54.42,5442
54,"H SIMPLEX KERATITIS                        ",54.43,5443
54,"H SIMPLEX IRIDOCYCLITIS                    ",54.44,5444
54,"HERPES SIMPLEX EYE NEC                     ",54.49,5449
54,"HERPETIC SEPTICEMIA                        ",54.5,545
54,"HERPETIC WHITLOW                           ",54.6,546
54,"VISCERAL HERPES SIMPLEX                    ",54.71,5471
54,"H SIMPLEX MENINGITIS                       ",54.72,5472
54,"H SIMPLEX OTITIS EXTERNA                   ",54.73,5473
54,"H SIMPLEX COMPLICAT NEC                    ",54.79,5479
54,"H SIMPLEX COMPLICAT NOS                    ",54.8,548
54,"HERPES SIMPLEX NOS                         ",54.9,549
55,"POSTMEASLES ENCEPHALITIS                   ",55,550
55,"POSTMEASLES PNEUMONIA                      ",55.1,551
55,"POSTMEASLES OTITIS MEDIA                   ",55.2,552
55,"MEASLES KERATITIS                          ",55.71,5571
55,"MEASLES COMPLICATION NEC                   ",55.79,5579
55,"MEASLES COMPLICATION NOS                   ",55.8,558
55,"MEASLES UNCOMPLICATED                      ",55.9,559
56,"RUBELLA NERVE COMPL NOS                    ",56,5600
56,"RUBELLA ENCEPHALITIS                       ",56.01,5601
56,"RUBELLA NERVE COMPL NEC                    ",56.09,5609
56,"ARTHRITIS DUE TO RUBELLA                   ",56.71,5671
56,"RUBELLA COMPLICATION NEC                   ",56.79,5679
56,"RUBELLA COMPLICATION NOS                   ",56.8,568
56,"RUBELLA UNCOMPLICATED                      ",56.9,569
57,"ERYTHEMA INFECTIOSUM                       ",57,570
57,"VIRAL EXANTHEMATA NEC                      ",57.8,578
57,"VIRAL EXANTHEMATA NOS                      ",57.9,579
60,"SYLVATIC YELLOW FEVER                      ",60,600
60,"URBAN YELLOW FEVER                         ",60.1,601
60,"YELLOW FEVER NOS                           ",60.9,609
61,"DENGUE                                     ",61,61
62,"JAPANESE ENCEPHALITIS                      ",62,620
62,"WEST EQUINE ENCEPHALITIS                   ",62.1,621
62,"EAST EQUINE ENCEPHALITIS                   ",62.2,622
62,"ST LOUIS ENCEPHALITIS                      ",62.3,623
62,"AUSTRALIAN ENCEPHALITIS                    ",62.4,624
62,"CALIFORNIA ENCEPHALITIS                    ",62.5,625
62,"MOSQUIT-BORNE ENCEPH NEC                   ",62.8,628
62,"MOSQUIT-BORNE ENCEPH NOS                   ",62.9,629
63,"RUSSIA SPR-SUMMER ENCEPH                   ",63,630
63,"LOUPING ILL                                ",63.1,631
63,"CENT EUROPE ENCEPHALITIS                   ",63.2,632
63,"TICK-BORNE ENCEPH NEC                      ",63.8,638
63,"TICK-BORNE ENCEPH NOS                      ",63.9,639
64,"VIR ENCEPH ARTHROPOD NEC                   ",64,64
65,"CRIMEAN HEMORRHAGIC FEV                    ",65,650
65,"OMSK HEMORRHAGIC FEVER                     ",65.1,651
65,"KYASANUR FOREST DISEASE                    ",65.2,652
65,"TICK-BORNE HEM FEVER NEC                   ",65.3,653
65,"MOSQUITO-BORNE HEM FEVER                   ",65.4,654
65,"ARTHROPOD HEM FEVER NEC                    ",65.8,658
65,"ARTHROPOD HEM FEVER NOS                    ",65.9,659
66,"PHLEBOTOMUS FEVER                          ",66,660
66,"TICK-BORNE FEVER                           ",66.1,661
66,"VENEZUELAN EQUINE FEVER                    ",66.2,662
66,"MOSQUITO-BORNE FEVER NEC                   ",66.3,663
66,"ARTHROPOD VIRUS NEC                        ",66.8,668
66,"ARTHROPOD VIRUS NOS                        ",66.9,669
70,"HEPATITIS A WITH COMA                      ",70,700
70,"HEPATITIS A W/O COMA                       ",70.1,701
70,"HEPATITIS B/COMA-NO DELT                   ",70.2,7020
70,"HEPATITIS B/COMA-& DELT                    ",70.21,7021
